0.77880078, 0.77491002, 0.76327662, 0.74401681, 0.71732302, 0.68346199, 0.64277202, 0.59565969, 0.54259573, 0.48411033
0.85214379, 0.84788662, 0.83515765, 0.81408406, 0.78487641, 0.74782653, 0.70330462, 0.65175552, 0.59369430, 0.52970107
0.91393119, 0.90936534, 0.89571341, 0.87311181, 0.84178637, 0.80205007, 0.75429996, 0.69901313, 0.63674199, 0.56810874
0.96078944, 0.95598949, 0.94163762, 0.91787721, 0.88494568, 0.84317206, 0.79297374, 0.73485230, 0.66938845, 0.59723629
0.99004983, 0.98510371, 0.97031475, 0.94583073, 0.91189628, 0.86885047, 0.81712339, 0.75723188, 0.68977436, 0.61542485
1.00000000, 0.99500417, 0.98006658, 0.95533649, 0.92106099, 0.87758256, 0.82533561, 0.76484219, 0.69670671, 0.62160997
0.99004983, 0.98510371, 0.97031475, 0.94583073, 0.91189628, 0.86885047, 0.81712339, 0.75723188, 0.68977436, 0.61542485
0.96078944, 0.95598949, 0.94163762, 0.91787721, 0.88494568, 0.84317206, 0.79297374, 0.73485230, 0.66938845, 0.59723629
0.91393119, 0.90936534, 0.89571341, 0.87311181, 0.84178637, 0.80205007, 0.75429996, 0.69901313, 0.63674199, 0.56810874
0.85214379, 0.84788662, 0.83515765, 0.81408406, 0.78487641, 0.74782653, 0.70330462, 0.65175552, 0.59369430, 0.52970107
